"범죄별","발생지역별","시점","범죄발생지역",
"절도","대구","2016 년","9195",
"절도","대구","2017 년","8324",
"절도","대구","2018 년","8204",
"절도","대구","2019 년","9272",
"절도","대구","2020 년","8700",
"절도","인천","2014 년","9728",
"절도","인천","2015 년","10694",
"절도","인천","2016 년","10033",
"절도","인천","2017 년","9219",
"절도","인천","2018 년","9483",
"절도","인천","2019 년","10149",
"절도","인천","2020 년","8991",
"절도","광주","2014 년","10432",
"절도","광주","2015 년","8455",
"절도","광주","2016 년","6098",
"절도","광주","2017 년","4877",
"절도","광주","2018 년","4927",
"절도","광주","2019 년","5018",
"절도","광주","2020 년","5021",
"절도","대전","2014 년","11494",
"절도","대전","2015 년","9565",
"절도","대전","2016 년","7031",
"절도","대전","2017 년","6282",
"절도","대전","2018 년","5596",
"절도","대전","2019 년","5905",
"절도","대전","2020 년","5317",
"절도","울산","2014 년","5796",
"절도","울산","2015 년","3485",
"절도","울산","2016 년","2727",
"절도","울산","2017 년","2342",
"절도","울산","2018 년","2310",
"절도","울산","2019 년","2181",
"절도","울산","2020 년","2076",
"절도","세종","2014 년","595",
"절도","세종","2015 년","647",
"절도","세종","2016 년","639",
"절도","세종","2017 년","583",
"절도","세종","2018 년","588",
"절도","세종","2019 년","850",
"절도","세종","2020 년","876",
"절도","경기","2014 년","55776",
"절도","경기","2015 년","52091",
"절도","경기","2016 년","44873",
"절도","경기","2017 년","41511",
"절도","경기","2018 년","41207",
"절도","경기","2019 년","42015",
"절도","경기","2020 년","40851",
"절도","강원","2014 년","6233",
"절도","강원","2015 년","5990",
"절도","강원","2016 년","5201",
"절도","강원","2017 년","5278",
"절도","강원","2018 년","4315",
"절도","강원","2019 년","4686",
"절도","강원","2020 년","4342",
"절도","충북","2014 년","8251",
"절도","충북","2015 년","7582",
"절도","충북","2016 년","6146",
"절도","충북","2017 년","5569",
"절도","충북","2018 년","5432",
"절도","충북","2019 년","5964",
"절도","충북","2020 년","5715",
"절도","충남","2014 년","11418",
"절도","충남","2015 년","10627",
"절도","충남","2016 년","8751",
"절도","충남","2017 년","8108",
"절도","충남","2018 년","8015",
"절도","충남","2019 년","8253",
"절도","충남","2020 년","7659",
"절도","전북","2014 년","8938",
"절도","전북","2015 년","8513",
"절도","전북","2016 년","6082",
"절도","전북","2017 년","5447",
"절도","전북","2018 년","5689",
"절도","전북","2019 년","5839",
"절도","전북","2020 년","5761",
"절도","전남","2014 년","7891",
"절도","전남","2015 년","7367",
"절도","전남","2016 년","6244",
"절도","전남","2017 년","5228",
"절도","전남","2018 년","5065",
"절도","전남","2019 년","5740",
"절도","전남","2020 년","5907",
"절도","경북","2014 년","11790",
"절도","경북","2015 년","10869",
"절도","경북","2016 년","9320",
"절도","경북","2017 년","8690",
"절도","경북","2018 년","7681",
"절도","경북","2019 년","8857",
"절도","경북","2020 년","8961",
"절도","경남","2014 년","17250",
"절도","경남","2015 년","17843",
"절도","경남","2016 년","13881",
"절도","경남","2017 년","12483",
"절도","경남","2018 년","12188",
"절도","경남","2019 년","12674",
"절도","경남","2020 년","13771",
"절도","제주","2014 년","4981",
"절도","제주","2015 년","4228",
"절도","제주","2016 년","3505",
"절도","제주","2017 년","3229",
"절도","제주","2018 년","2988",
"절도","제주","2019 년","3236",
"절도","제주","2020 년","3425",
"장물","계","2014 년","3668",
"장물","계","2015 년","4263",
"장물","계","2016 년","2086",
"장물","계","2017 년","1934",
"장물","계","2018 년","965",
"장물","계","2019 년","925",
"장물","계","2020 년","616",
"장물","서울","2014 년","608",
"장물","서울","2015 년","542",
"장물","서울","2016 년","479",
"장물","서울","2017 년","411",
"장물","서울","2018 년","194",
"장물","서울","2019 년","164",
"장물","서울","2020 년","67",
"장물","부산","2014 년","1057",
"장물","부산","2015 년","931",
"장물","부산","2016 년","474",
"장물","부산","2017 년","461",
"장물","부산","2018 년","291",
"장물","부산","2019 년","236",
"장물","부산","2020 년","227",
"장물","대구","2014 년","249",
"장물","대구","2015 년","265",
"장물","대구","2016 년","162",
"장물","대구","2017 년","67",
"장물","대구","2018 년","45",
"장물","대구","2019 년","18",
"장물","대구","2020 년","22",
"장물","인천","2014 년","272",
"장물","인천","2015 년","174",
"장물","인천","2016 년","128",
"장물","인천","2017 년","107",
"장물","인천","2018 년","65",
"장물","인천","2019 년","186",
"장물","인천","2020 년","41",
"장물","광주","2014 년","225",
"장물","광주","2015 년","121",
"장물","광주","2016 년","60",
"장물","광주","2017 년","32",
"장물","광주","2018 년","27",
"장물","광주","2019 년","9",
"장물","광주","2020 년","9",
"장물","대전","2014 년","67",
"장물","대전","2015 년","54",
"장물","대전","2016 년","47",
"장물","대전","2017 년","39",
"장물","대전","2018 년","26",
"장물","대전","2019 년","15",
"장물","대전","2020 년","5",
"장물","울산","2014 년","41",
"장물","울산","2015 년","22",
"장물","울산","2016 년","27",
"장물","울산","2017 년","16",
"장물","울산","2018 년","5",
"장물","울산","2019 년","8",
"장물","울산","2020 년","9",
"장물","세종","2014 년","5",
"장물","세종","2015 년","4",
"장물","세종","2016 년","4",
"장물","세종","2017 년","2",
"장물","세종","2018 년","-",
"장물","세종","2019 년","3",
"장물","세종","2020 년","1",
"장물","경기","2014 년","571",
"장물","경기","2015 년","642",
"장물","경기","2016 년","377",
"장물","경기","2017 년","306",
"장물","경기","2018 년","172",
"장물","경기","2019 년","115",
"장물","경기","2020 년","93",
"장물","강원","2014 년","15",
"장물","강원","2015 년","28",
"장물","강원","2016 년","22",
"장물","강원","2017 년","20",
"장물","강원","2018 년","9",
"장물","강원","2019 년","20",
"장물","강원","2020 년","13",
"장물","충북","2014 년","48",
"장물","충북","2015 년","29",
"장물","충북","2016 년","44",
"장물","충북","2017 년","18",
"장물","충북","2018 년","10",
"장물","충북","2019 년","16",
"장물","충북","2020 년","7",
"장물","충남","2014 년","34",
"장물","충남","2015 년","51",
"장물","충남","2016 년","34",
"장물","충남","2017 년","26",
"장물","충남","2018 년","13",
"장물","충남","2019 년","18",
"장물","충남","2020 년","16",
"장물","전북","2014 년","125",
"장물","전북","2015 년","1087",
"장물","전북","2016 년","47",
"장물","전북","2017 년","191",
"장물","전북","2018 년","13",
"장물","전북","2019 년","5",
"장물","전북","2020 년","27",
"장물","전남","2014 년","31",
"장물","전남","2015 년","38",
"장물","전남","2016 년","19",
"장물","전남","2017 년","20",
"장물","전남","2018 년","11",
"장물","전남","2019 년","9",
"장물","전남","2020 년","7",
"장물","경북","2014 년","110",
"장물","경북","2015 년","110",
"장물","경북","2016 년","51",
"장물","경북","2017 년","110",
"장물","경북","2018 년","17",
"장물","경북","2019 년","13",
"장물","경북","2020 년","22",
"장물","경남","2014 년","192",
"장물","경남","2015 년","157",
"장물","경남","2016 년","100",
"장물","경남","2017 년","105",
"장물","경남","2018 년","64",
"장물","경남","2019 년","84",
"장물","경남","2020 년","47",
"장물","제주","2014 년","18",
"장물","제주","2015 년","8",
"장물","제주","2016 년","11",
"장물","제주","2017 년","3",
"장물","제주","2018 년","3",
"장물","제주","2019 년","6",
"장물","제주","2020 년","3",
"사기","계","2014 년","244008",
"사기","계","2015 년","257620",
"사기","계","2016 년","250600",
"사기","계","2017 년","241642",
"사기","계","2018 년","278566",
"사기","계","2019 년","313593",
"사기","계","2020 년","354154",
"사기","서울","2014 년","57720",
"사기","서울","2015 년","56467",
"사기","서울","2016 년","53506",
"사기","서울","2017 년","52904",
"사기","서울","2018 년","57121",
"사기","서울","2019 년","61178",
"사기","서울","2020 년","66999",
"사기","부산","2014 년","20325",
"사기","부산","2015 년","21255",
"사기","부산","2016 년","21031",
"사기","부산","2017 년","19672",
"사기","부산","2018 년","23114",
"사기","부산","2019 년","27083",
"사기","부산","2020 년","32872",
"사기","대구","2014 년","10869",
"사기","대구","2015 년","12180",
"사기","대구","2016 년","10964",
"사기","대구","2017 년","10959",
"사기","대구","2018 년","12431",
"사기","대구","2019 년","15389",
"사기","대구","2020 년","17472",
"사기","인천","2014 년","13087",
"사기","인천","2015 년","13752",
"사기","인천","2016 년","13632",
"사기","인천","2017 년","12748",
"사기","인천","2018 년","15666",
"사기","인천","2019 년","16958",
"사기","인천","2020 년","19807",
"사기","광주","2014 년","7918",
"사기","광주","2015 년","8122",
"사기","광주","2016 년","7048",
"사기","광주","2017 년","6809",
"사기","광주","2018 년","7923",
"사기","광주","2019 년","9079",
"사기","광주","2020 년","9771",
"사기","대전","2014 년","7201",
"사기","대전","2015 년","7570",
"사기","대전","2016 년","7476",
"사기","대전","2017 년","6963",
"사기","대전","2018 년","8186",
"사기","대전","2019 년","9583",
"사기","대전","2020 년","10645",
"사기","울산","2014 년","5367",
"사기","울산","2015 년","3480",
"사기","울산","2016 년","3099",
"사기","울산","2017 년","3345",
"사기","울산","2018 년","4057",
"사기","울산","2019 년","4411",
"사기","울산","2020 년","5245",
"사기","세종","2014 년","459",
"사기","세종","2015 년","569",
"사기","세종","2016 년","582",
"사기","세종","2017 년","790",
"사기","세종","2018 년","1052",
"사기","세종","2019 년","1359",
"사기","세종","2020 년","1537",
"사기","경기","2014 년","53703",
"사기","경기","2015 년","58429",
"사기","경기","2016 년","57997",
"사기","경기","2017 년","56356",
"사기","경기","2018 년","65076",
"사기","경기","2019 년","75697",
"사기","경기","2020 년","86768",
"사기","강원","2014 년","5948",
"사기","강원","2015 년","6450",
"사기","강원","2016 년","6740",
"사기","강원","2017 년","6087",
"사기","강원","2018 년","6983",
"사기","강원","2019 년","8340",
"사기","강원","2020 년","9063",
"사기","충북","2014 년","6090",
"사기","충북","2015 년","6873",
"사기","충북","2016 년","6798",
"사기","충북","2017 년","7267",
"사기","충북","2018 년","8464",
"사기","충북","2019 년","9472",
"사기","충북","2020 년","10005",
"사기","충남","2014 년","9862",
"사기","충남","2015 년","10357",
"사기","충남","2016 년","9777",
"사기","충남","2017 년","9542",
"사기","충남","2018 년","11600",
"사기","충남","2019 년","12212",
"사기","충남","2020 년","13408",
"사기","전북","2014 년","7484",
"사기","전북","2015 년","9021",
"사기","전북","2016 년","10043",
"사기","전북","2017 년","8345",
"사기","전북","2018 년","9383",
"사기","전북","2019 년","9892",
"사기","전북","2020 년","11265",
"사기","전남","2014 년","8042",
"사기","전남","2015 년","8409",
"사기","전남","2016 년","7816",
"사기","전남","2017 년","7008",
"사기","전남","2018 년","8361",
"사기","전남","2019 년","8345",
"사기","전남","2020 년","9959",
"사기","경북","2014 년","11353",
"사기","경북","2015 년","11824",
"사기","경북","2016 년","12440",
"사기","경북","2017 년","11642",
"사기","경북","2018 년","14275",
"사기","경북","2019 년","16205",
"사기","경북","2020 년","16678",
"사기","경남","2014 년","15432",
"사기","경남","2015 년","19381",
"사기","경남","2016 년","18408",
"사기","경남","2017 년","17845",
"사기","경남","2018 년","20428",
"사기","경남","2019 년","23797",
"사기","경남","2020 년","27268",
"사기","제주","2014 년","3148",
"사기","제주","2015 년","3481",
"사기","제주","2016 년","3243",
"사기","제주","2017 년","3360",
"사기","제주","2018 년","4446",
"사기","제주","2019 년","4593",
"사기","제주","2020 년","5392",
"횡령","계","2014 년","38646",
"횡령","계","2015 년","48795",
"횡령","계","2016 년","52069",
"횡령","계","2017 년","52610",
"횡령","계","2018 년","57172",
"횡령","계","2019 년","60819",
"횡령","계","2020 년","60539",
"횡령","서울","2014 년","10173",
"횡령","서울","2015 년","13869",
"횡령","서울","2016 년","15997",
"횡령","서울","2017 년","15932",
"횡령","서울","2018 년","16659",
"횡령","서울","2019 년","17648",
"횡령","서울","2020 년","16726",
"횡령","부산","2014 년","2806",
"횡령","부산","2015 년","3143",
"횡령","부산","2016 년","3138",
"횡령","부산","2017 년","3518",
"횡령","부산","2018 년","3740",
"횡령","부산","2019 년","4036",
"횡령","부산","2020 년","4097",
"횡령","대구","2014 년","1280",
"횡령","대구","2015 년","1874",
"횡령","대구","2016 년","2003",
"횡령","대구","2017 년","2161",
"횡령","대구","2018 년","2307",
"횡령","대구","2019 년","2746",
"횡령","대구","2020 년","2575",
"횡령","인천","2014 년","2338",
"횡령","인천","2015 년","2869",
"횡령","인천","2016 년","3078",
"횡령","인천","2017 년","2942",
"횡령","인천","2018 년","3468",
"횡령","인천","2019 년","4319",
"횡령","인천","2020 년","4320",
"횡령","광주","2014 년","1365",
"횡령","광주","2015 년","1491",
"횡령","광주","2016 년","1595",
"횡령","광주","2017 년","1558",
"횡령","광주","2018 년","1605",
"횡령","광주","2019 년","1888",
"횡령","광주","2020 년","1756",
"횡령","대전","2014 년","1032",
"횡령","대전","2015 년","1258",
"횡령","대전","2016 년","1424",
"횡령","대전","2017 년","1403",
"횡령","대전","2018 년","1414",
"횡령","대전","2019 년","1336",
"횡령","대전","2020 년","1399",
"횡령","울산","2014 년","585",
"횡령","울산","2015 년","483",
"횡령","울산","2016 년","444",
"횡령","울산","2017 년","472",
"횡령","울산","2018 년","486",
"횡령","울산","2019 년","457",
"횡령","울산","2020 년","458",
"횡령","세종","2014 년","60",
"횡령","세종","2015 년","127",
"횡령","세종","2016 년","190",
"횡령","세종","2017 년","253",
"횡령","세종","2018 년","216",
"횡령","세종","2019 년","282",
